make,model,ModelTypeText,model_variant,color,carType,Ccm,city,Co2EmissionText,ConsumptionRatingText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Km,Properties,Seats,TransmissionTypeText,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
MERCEDES-BENZ,ML 63 AMG,ML 63 AMG 4Matic,ML 63 AMG 4Matic,Grey,SUV / Geländewagen,6209,Zuzwil,392 g/km,G,5,Allrad,3,2009,Benzin,88500,"\"Ab MFK\"",5,Automat sequentiell,16.5,l/100km
Audi,S6,S6 quattro 4.2,S6 quattro 4.2,Grey,Limousine,4170,Zuzwil,366 g/km,null,4,Allrad,5,1998,Benzin,54500,"\"Ab MFK\"",5,Schaltgetriebe manuell,15.4,l/100km
Ferrari,F360,F360 Modena Berlinetta,F360 Modena Berlinetta,Grey,Coupé,3586,Zuzwil,440 g/km,null,2,Hinterradantrieb,4,2000,Benzin,41500,"\"Ab MFK\"",2,Automatik-Getriebe,19.3,l/100km
MERCEDES-BENZ,SLR,SLR 730PS,730PS,Other,Coupé,5439,Zuzwil,null,null,2,Hinterradantrieb,6,2004,Benzin,34500,"\"Ab MFK\", \"Tuning\"",2,Automatik-Getriebe,null,""
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Grey,Cabriolet,5439,Zuzwil,324 g/km,G,2,Hinterradantrieb,4,2004,Benzin,45500,"\"Ab MFK\"",2,Automat,13.5,l/100km
Porsche,911,911 Carrera Targa,911 Carrera Targa,Grey,Cabriolet,3596,Zuzwil,269 g/km,G,2,Hinterradantrieb,1,2002,Benzin,128000,"\"Ab MFK\"",4,Schaltgetriebe manuell,11.1,l/100km
Renault,Alpine A110,Alpine A110 1600S VC,1600S VC,Grey,Coupé,1605,Zuzwil,null,null,2,Hinterradantrieb,7,1972,Benzin,34900,"\"Ab MFK\"",2,Schaltgetriebe,null,""
MERCEDES-BENZ,SL 600,SL 600,SL 600,Grey,Cabriolet,5984,Zuzwil,null,null,2,Hinterradantrieb,2,1993,Benzin,75900,"\"Ab MFK\"",2,Automat,null,""
Porsche,911,911 Turbo,911 Turbo,Grey,Coupé,3600,Zuzwil,309 g/km,null,2,Allrad,8,2001,Benzin,74100,"\"Ab MFK\"",4,Automatik-Getriebe,12.9,l/100km
MERCEDES-BENZ,S-CLASS,S 55 L AMG,S 55 L AMG,Grey,Limousine,5439,Zuzwil,317 g/km,G,4,Hinterradantrieb,2,2003,Benzin,73900,"\"Ab MFK\", \"Tuning\"",5,Automat,13.2,l/100km
BMW,M3,M3,M3,Grey,Cabriolet,3246,Zuzwil,328 g/km,G,2,Hinterradantrieb,6,2002,Benzin,1600,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,13.6,l/100km
BMW,740,740i,740i,Grey,Limousine,3980,Zuzwil,null,null,4,Hinterradantrieb,11,1995,Benzin,89200,"\"Ab MFK\"",5,Automat,null,""
Lamborghini,GALLARDO,Gallardo LP560-4 Spyder,Gallardo LP560-4 Spyder,Grey,Cabriolet,5204,Zuzwil,330 g/km,G,2,Allrad,4,2011,Benzin,4900,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,13.8,l/100km
Dodge,VIPER,VIPER,null,Grey,Cabriolet,7986,Zuzwil,null,null,2,Hinterradantrieb,4,1994,Benzin,37900,"\"Ab MFK\"",2,Schaltgetriebe,null,""
MERCEDES-BENZ,S 65 AMG,S 65 AMG L,S 65 AMG L,Other,Limousine,5981,Zuzwil,355 g/km,G,4,Hinterradantrieb,6,2006,Benzin,97300,"\"Ab MFK\"",5,Automat sequentiell,14.8,l/100km
MERCEDES-BENZ,E 500,E 500 Avantgarde,E 500 Avantgarde,Grey,Limousine,4966,Zuzwil,276 g/km,G,4,Hinterradantrieb,5,2003,Benzin,29200,"\"Ab MFK\"",5,Automat sequentiell,11.5,l/100km
Audi,A8,A8 4.2 quattro,A8 4.2 quattro,Grey,Limousine,4172,Zuzwil,null,null,4,Allrad,1,1997,Benzin,66300,"\"Ab MFK\"",5,Automat sequentiell,13.2,l/100km
Porsche,BOXSTER,Boxster S 3.2,Boxster S 3.2,Grey,Cabriolet,3179,Zuzwil,263 g/km,G,2,Hinterradantrieb,7,2000,Benzin,51000,"\"Ab MFK\"",2,Schaltgetriebe manuell,10.7,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Grey,Cabriolet,4973,Zuzwil,328 g/km,null,2,Hinterradantrieb,6,1997,Benzin,106000,"\"Ab MFK\"",2,Automat,14.3,l/100km
Ferrari,456,456 GTA,456 GTA,Grey,Coupé,5474,Zuzwil,520 g/km,null,2,Hinterradantrieb,11,1997,Benzin,32500,"\"Ab MFK\"",4,Automat,22.3,l/100km
Ford,CORTINA,CORTINA Cortina Lotus,Cortina Lotus,Grey,Limousine,1558,Zuzwil,null,null,2,Hinterradantrieb,4,1966,null,69377,null,5,Schaltgetriebe,null,""
MERCEDES-BENZ,SLK 200,SLK 200,SLK 200,Grey,Cabriolet,1796,Zuzwil,149 g/km,E,2,Hinterradantrieb,5,2011,Benzin,13800,"\"Ab MFK\"",2,Schaltgetriebe manuell,6.4,l/100km
MERCEDES-BENZ,ML 63 AMG,ML 63 AMG 4Matic,ML 63 AMG 4Matic,Grey,SUV / Geländewagen,6209,Zuzwil,392 g/km,G,5,Allrad,6,2012,Benzin,2000,"\"Ab MFK\"",5,Automat sequentiell,16.5,l/100km
MERCEDES-BENZ,S 65 AMG,S 65 AMG L,S 65 AMG L,Grey,Limousine,5981,Zuzwil,355 g/km,G,4,Hinterradantrieb,9,2006,Benzin,130000,"\"Ab MFK\"",5,Automat sequentiell,14.8,l/100km
BMW,323,323 323i,323i,Grey,Limousine,2315,Zuzwil,null,null,2,Hinterradantrieb,4,1982,Benzin,238500,"\"Ab MFK\"",5,Schaltgetriebe,null,""
MERCEDES-BENZ,CLS 500,CLS 500,CLS 500,Other,Limousine,4966,Zuzwil,290 g/km,G,4,Hinterradantrieb,1,2005,Benzin,95400,"\"Ab MFK\"",4,Automat sequentiell,12.1,l/100km
Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,Grey,SUV / Geländewagen,4554,Zuzwil,414 g/km,null,5,Allrad,6,1998,Benzin,42000,"\"Ab MFK\"",5,Automat,16.2,l/100km
Porsche,911,911 Carrera 4,911 Carrera 4,Grey,Coupé,3387,Zuzwil,295 g/km,null,2,Allrad,11,1999,Benzin,47700,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.0,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Grey,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,6,2003,Benzin,42600,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
Aston Martin,V12 Vanquish,Vanquish V12,Vanquish V12,Grey,Coupé,5935,Zuzwil,396 g/km,G,2,Hinterradantrieb,1,2003,Benzin,24600,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,16.7,l/100km
MERCEDES-BENZ,CL 500,CL 500,CL 500,Grey,Coupé,4966,Zuzwil,320 g/km,G,2,Hinterradantrieb,11,2001,Benzin,55900,"\"Ab MFK\"",4,Automat,13.4,l/100km
BMW,530 Gran Turismo,530d GT,530d GT,Grey,Limousine,2993,Zuzwil,173 g/km,E,5,Hinterradantrieb,1,2010,Diesel,67800,"\"Ab MFK\"",5,Automat sequentiell,6.5,l/100km
Porsche,911,911 GT2,911 GT2,Grey,Coupé,3600,Zuzwil,298 g/km,G,2,Hinterradantrieb,5,2009,Benzin,44600,"\"Ab MFK\"",2,Schaltgetriebe manuell,12.5,l/100km
BMW,740,740i,740i,Grey,Limousine,3980,Zuzwil,null,null,4,Hinterradantrieb,7,1995,Benzin,65400,"\"Ab MFK\"",5,Automatik-Getriebe,null,""
BMW,"",1602,1602,Grey,Limousine,1573,Zuzwil,null,null,2,Hinterradantrieb,2,1975,Benzin,104650,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Land Rover,RANGE ROVER,RANGE ROVER 3.5,3.5,Grey,SUV / Geländewagen,3530,Zuzwil,null,null,5,Allrad,3,1989,Benzin,151300,null,5,Schaltgetriebe,null,""
Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,Other,Coupé,2664,Zuzwil,null,null,2,Hinterradantrieb,5,1981,Benzin,153600,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Talbot,MATRA,Murena 2.2,Murena 2.2,Grey,Coupé,2155,Zuzwil,null,null,3,Hinterradantrieb,4,1982,Benzin,182200,"\"Ab MFK\"",3,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,SLK 350,SLK 350,SLK 350,Grey,Cabriolet,3498,Zuzwil,255 g/km,null,2,Hinterradantrieb,3,2008,Benzin,70400,"\"Ab MFK\"",2,Automatik-Getriebe,10.6,l/100km
AUSTIN-HEALEY,"",BT7 3000 Mk I,BT7 3000 Mk I,Grey,Cabriolet,2912,Zuzwil,null,null,2,Hinterradantrieb,1,1960,Benzin,9999,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Porsche,CAYENNE,Cayenne Turbo S,Cayenne Turbo S,Grey,SUV / Geländewagen,4511,Zuzwil,378 g/km,G,5,Allrad,8,2006,Benzin,36600,"\"Ab MFK\"",5,Automat sequentiell,15.7,l/100km
Lotus,Super Seven,Super Seven HKT,HKT,Grey,Cabriolet,1781,Zuzwil,null,null,0,null,9,2002,Benzin,26800,"\"Ab MFK\"",0,null,null,""
Porsche,CAYENNE,Cayenne S,Cayenne S,Grey,SUV / Geländewagen,4511,Zuzwil,380 g/km,null,5,Allrad,3,2003,Benzin,59900,"\"Ab MFK\"",5,Automatik-Getriebe,15.8,l/100km
Maserati,QUATTROPORTE,Quattroporte 4.7 S,Quattroporte 4.7 S,Grey,Limousine,4691,Zuzwil,365 g/km,G,4,Hinterradantrieb,11,2010,Benzin,29000,"\"Ab MFK\"",5,Automat sequentiell,15.7,l/100km
MERCEDES-BENZ,S 250,S 250 CDI BlueEff SS,S 250 CDI BlueEff SS,Grey,Limousine,2143,Zuzwil,146 g/km,C,4,Hinterradantrieb,9,2011,Diesel,43000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat sequentiell,5.5,l/100km
MERCEDES-BENZ,S 320,S 320 CDI,S 320 CDI,Grey,Limousine,3222,Zuzwil,204 g/km,G,4,Hinterradantrieb,2,2004,Diesel,9900,"\"Ab MFK\"",5,Automat,7.7,l/100km
Ferrari,456,456M GTA,456M GTA,Grey,Coupé,5474,Zuzwil,520 g/km,G,2,Hinterradantrieb,5,2000,Benzin,68000,"\"Ab MFK\"",4,Automat,22.3,l/100km
Lamborghini,MURCIÉLAGO,Murciélago 6.2 Roadster,Murciélago 6.2 Roadster,Other,Cabriolet,6192,Zuzwil,500 g/km,G,2,Allrad,1,2006,Benzin,16200,"\"Ab MFK\"",2,Automatik-Getriebe,21.5,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Grey,Cabriolet,4966,Zuzwil,304 g/km,G,2,Hinterradantrieb,2,2002,Benzin,47300,"\"Ab MFK\"",2,Automat,12.7,l/100km
BMW,730,730i,730i,Green,Limousine,2996,Zuzwil,241 g/km,G,4,Hinterradantrieb,9,2007,Benzin,114600,"\"Ab MFK\"",5,Automat,10.1,l/100km
BMW,M5,M5,M5,Green,Limousine,4941,Zuzwil,336 g/km,null,4,Hinterradantrieb,9,1999,Benzin,54600,"\"Ab MFK\"",5,Schaltgetriebe manuell,13.9,l/100km
Simca,"",Rallye2,Rallye2,Green,Coupé,1294,Zuzwil,null,null,4,Hinterradantrieb,11,1976,Benzin,18200,"\"Ab MFK\"",0,Schaltgetriebe,null,""
BMW,M3,M3,M3,Green,Cabriolet,3246,Zuzwil,328 g/km,null,2,Hinterradantrieb,12,2002,Benzin,52900,"\"Ab MFK\"",4,Automatik-Getriebe,13.6,l/100km
MERCEDES-BENZ,ML 63 AMG,ML 63 AMG 4Matic,ML 63 AMG 4Matic,Green,SUV / Geländewagen,6209,Zuzwil,392 g/km,G,5,Allrad,3,2007,Benzin,13300,"\"Ab MFK\"",5,Automat sequentiell,16.5,l/100km
Audi,R8,R8 Coupé 4.2,R8 Coupé 4.2,Green,Coupé,4163,Zuzwil,325 g/km,G,2,Allrad,9,2007,Benzin,61300,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automatisiertes Schaltgetriebe,13.6,l/100km
MERCEDES-BENZ,E 420,E 420 Elégance,E 420 Elégance,Green,Kombi,4196,Zuzwil,326 g/km,null,5,Hinterradantrieb,10,1997,Benzin,44000,"\"Ab MFK\"",5,Automat,14.3,l/100km
Ferrari,456,456M GTA,456M GTA,Green,Coupé,5474,Zuzwil,520 g/km,G,2,Hinterradantrieb,8,1999,Benzin,92000,"\"Ab MFK\"",4,Automat,22.3,l/100km
Audi,A8,A8 4.2 quattro,A8 4.2 quattro,Green,Limousine,4172,Zuzwil,322 g/km,null,4,Allrad,10,1997,Benzin,63400,"\"Ab MFK\"",5,Automat,13.5,l/100km
Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,Other,SUV / Geländewagen,4806,Zuzwil,358 g/km,G,5,Allrad,3,2007,Benzin,36700,"\"Ab MFK\"",5,Automat sequentiell,14.9,l/100km
Mclaren,12C,MP4-12C Spider 3.8 V8,MP4-12C Spider 3.8 V8,Green,Cabriolet,3798,Zuzwil,275 g/km,G,2,Hinterradantrieb,5,2013,Benzin,16000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,11.7,l/100km
BMW,323,323 323i,323i,Green,Limousine,2315,Zuzwil,null,null,2,Hinterradantrieb,10,1980,Benzin,176000,"\"Ab MFK\"",5,Schaltgetriebe,9.6,l/100km
BMW,M3,M3,M3,Green,Limousine,2301,Zuzwil,null,null,2,Hinterradantrieb,2,1987,Benzin,195800,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
BMW,Z4,Z4 2.5i Roadster,Z4 2.5i Roadster,Green,Cabriolet,2494,Zuzwil,216 g/km,G,2,Hinterradantrieb,3,2003,Benzin,103600,"\"Ab MFK\"",2,Schaltgetriebe manuell,8.9,l/100km
Lancia,"",Rally 037 stradale,Rally 037 stradale,Green,Limousine,2000,Zuzwil,null,null,2,null,4,1984,Benzin,13000,null,2,null,null,""
MERCEDES-BENZ,S 600,S 600,S 600,Green,Coupé,5984,Zuzwil,null,null,2,Hinterradantrieb,3,1996,Benzin,88500,"\"Ab MFK\"",4,Automat,null,""
Ferrari,348,348 tb,348 tb,Green,Coupé,3402,Zuzwil,null,null,2,Hinterradantrieb,3,1994,Benzin,34000,"\"Ab MFK\"",2,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,SL 63 AMG,SL 63 AMG,SL 63 AMG,Green,Cabriolet,6209,Zuzwil,328 g/km,null,2,Hinterradantrieb,6,2008,Benzin,62700,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,14.1,l/100km
Porsche,911,911 Turbo S Cabrio SPEED ART 580PS,911 Turbo S Cabrio SPEED ART 580PS,Green,Cabriolet,3800,Zuzwil,270 g/km,G,2,Allrad,4,2011,Benzin,16000,"\"Ab MFK\", \"Tuning\"",2,Automatisiertes Schaltgetriebe,11.5,l/100km
MERCEDES-BENZ,S 500,S 500 L,S 500 L,Green,Limousine,4663,Porrentruy,231 g/km,G,4,Hinterradantrieb,9,2011,Benzin,19900,"\"Ab MFK\"",5,Automat sequentiell,9.9,l/100km
MERCEDES-BENZ,S 65 AMG,S 65 L / BRABUS T65 S,S 65 L / BRABUS T65 S,Beige,Limousine,5981,Zuzwil,355 g/km,G,4,Hinterradantrieb,2,2007,Benzin,46000,"\"Ab MFK\"",5,Automat sequentiell,14.8,l/100km
MERCEDES-BENZ,"",E 60 Carlsson,E 60 Carlsson,Green,Limousine,6000,Zuzwil,null,null,4,Hinterradantrieb,11,1996,Benzin,72000,"\"Ab MFK\", \"Tuning\"",5,Automatik-Getriebe,null,""
Porsche,911,911 Turbo,911 Turbo,Green,Coupé,3600,Zuzwil,309 g/km,G,2,Allrad,4,2003,Benzin,38600,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell,12.9,l/100km
Lamborghini,DIABLO,Diablo SE 30,Diablo SE 30,Green,Coupé,5704,Porrentruy,null,null,2,Hinterradantrieb,9,1995,Benzin,64800,"\"Ab MFK\"",2,Schaltgetriebe manuell,null,""
Aston Martin,DBS,DBS Volante,DBS Volante,Green,Cabriolet,5935,Zuzwil,388 g/km,G,2,Hinterradantrieb,4,2010,Benzin,71300,"\"Ab MFK\"",2,Automat sequentiell,16.4,l/100km
Bentley,CONTINENTAL,Continental Supersports Conv.,Continental Supersports Conv.,Green,Cabriolet,5998,Zuzwil,388 g/km,G,2,Allrad,9,2010,Benzin,15000,"\"Ab MFK\"",2,Automat sequentiell,16.7,l/100km
Lexus,GS,GS 450h,GS 450h,Green,Limousine,3456,Zuzwil,186 g/km,F,4,Hinterradantrieb,7,2006,Benzin/Elektro,34000,"\"Ab MFK\"",5,Automat stufenlos,7.9,l/100km
Fiat,Dino,Dino 2400 Coupé,2400 Coupé,Green,Coupé,2418,Zuzwil,null,null,2,Hinterradantrieb,10,1972,Benzin,131000,"\"Ab MFK\"",4,Schaltgetriebe,null,""
BMW,323,323Ci,323Ci,Green,Cabriolet,2494,Zuzwil,232 g/km,null,2,Hinterradantrieb,7,2000,Benzin,140000,"\"Ab MFK\"",4,Automatik-Getriebe,9.7,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Green,Cabriolet,4966,Zuzwil,300 g/km,G,2,Hinterradantrieb,4,1999,Benzin,16300,"\"Ab MFK\"",0,Automat,12.7,l/100km
MERCEDES-BENZ,CLS 55 AMG,CLS 55 AMG,CLS 55 AMG,Green,Limousine,5439,Zuzwil,326 g/km,G,4,Hinterradantrieb,2,2006,Benzin,118300,"\"Ab MFK\"",4,Automat sequentiell,13.6,l/100km
Chevrolet,CORVETTE,Corvette Z06,Corvette Z06,Other,Coupé,6162,Zuzwil,291 g/km,G,2,Hinterradantrieb,6,2015,Benzin,200,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Schaltgetriebe manuell,12.7,l/100km
MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,Beige,Limousine,5439,Zuzwil,301 g/km,null,4,Hinterradantrieb,6,1998,Benzin,49900,"\"Ab MFK\"",5,Automat,12.6,l/100km
Nsu,"",TT,TT,Green,Limousine,1177,Zuzwil,null,null,2,null,8,1972,Benzin,10352,"\"Ab MFK\"",5,Schaltgetriebe,null,""
Porsche,911,911 Turbo,911 Turbo,Green,Coupé,3600,Zuzwil,309 g/km,G,2,Allrad,2,2002,Benzin,77600,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.9,l/100km
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,Green,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,10,2008,Benzin,42500,"\"Ab MFK\"",5,Automat,14.0,l/100km
Audi,S3,S3 2.0 TFSI quattro,S3 2.0 TFSI quattro,Green,Limousine,1984,Zuzwil,217 g/km,G,3,Allrad,4,2010,Benzin,34800,"\"Ab MFK\"",5,Schaltgetriebe manuell,9.1,l/100km
Ferrari,575M,575M NOVITEC,NOVITEC,Green,Coupé,5748,Zuzwil,null,null,2,Hinterradantrieb,6,2003,Benzin,14500,"\"Ab MFK\"",2,Automatik-Getriebe,null,""
Ferrari,MONDIAL,Mondial 3.4 T,Mondial 3.4 T,Green,Coupé,3402,Zuzwil,null,null,2,Hinterradantrieb,5,1992,Benzin,56500,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,Green,Limousine,5998,Zuzwil,374 g/km,G,4,Allrad,11,2002,Benzin,43900,"\"Ab MFK\"",4,Automat sequentiell,15.6,l/100km
MERCEDES-BENZ,"",CLK DTM AMG,CLK DTM AMG,Green,Limousine,5439,Zuzwil,null,null,2,Hinterradantrieb,8,2005,Benzin,16660,"\"Ab MFK\"",2,Automatik-Getriebe,null,""
MERCEDES-BENZ,CLK 55 AMG,CLK 55 AMG Avantgarde,CLK 55 AMG Avantgarde,Green,Cabriolet,5439,Zuzwil,295 g/km,G,2,Hinterradantrieb,12,2003,Benzin,23700,"\"Ab MFK\"",4,Automat,12.3,l/100km
MERCEDES-BENZ,E 430,E 430 Avantgarde,E 430 Avantgarde,Green,Limousine,4266,Zuzwil,320 g/km,null,4,Hinterradantrieb,2,1998,Benzin,75000,"\"Ab MFK\"",5,Automat,13.9,l/100km
MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,Beige,Limousine,6209,Zuzwil,345 g/km,G,4,Hinterradantrieb,12,2008,Benzin,19100,"\"Ab MFK\"",4,Automat sequentiell,14.5,l/100km
MERCEDES-BENZ,CL 55 AMG,CL 55 AMG,CL 55 AMG,Green,Coupé,5439,Zuzwil,310 g/km,G,2,Hinterradantrieb,3,2001,Benzin,50200,"\"Ab MFK\"",4,Automat,13.0,l/100km
BMW,323,323 Alpina Look,Alpina Look,Green,Coupé,0,Zuzwil,null,null,0,Hinterradantrieb,2,1982,Benzin,211000,null,5,Schaltgetriebe,null,""
Peugeot,406,406 Coupé 3.0 V6 Pack,406 Coupé 3.0 V6 Pack,Green,Coupé,2946,Zuzwil,238 g/km,G,2,Vorderradantrieb,10,2003,Benzin,72600,"\"Ab MFK\"",4,Schaltgetriebe manuell,10.0,l/100km
BMW,633,633 CSI A,CSI A,Green,Coupé,3208,Zuzwil,null,null,2,Hinterradantrieb,1,1977,Benzin,128600,"\"Ab MFK\"",4,Automatik-Getriebe,null,""
MERCEDES-BENZ,SLK 320,SLK 320,SLK 320,Green,Cabriolet,3199,Zuzwil,267 g/km,G,2,Hinterradantrieb,5,2000,Benzin,43200,"\"Ab MFK\"",2,Schaltgetriebe manuell,11.1,l/100km
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,Green,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,12,2008,Benzin,45300,"\"Ab MFK\"",5,Automat,14.0,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Green,Cabriolet,4966,Zuzwil,292 g/km,G,2,Hinterradantrieb,5,2004,Benzin,7600,"\"Ab MFK\"",2,Automat sequentiell,12.1,l/100km
MERCEDES-BENZ,CL 600,CL 600,CL 600,Green,Coupé,5786,Zuzwil,321 g/km,G,2,Hinterradantrieb,5,2000,Benzin,29000,"\"Ab MFK\"",4,Automat,13.4,l/100km
Audi,A6,A6 2.8 Ambiente,A6 2.8 Ambiente,Green,Limousine,2771,Zuzwil,240 g/km,null,4,Vorderradantrieb,2,1998,Benzin,94000,null,5,Automatik-Getriebe,10.0,l/100km
MERCEDES-BENZ,ML 63 AMG,ML 63 AMG 4Matic,ML 63 AMG 4Matic,Green,SUV / Geländewagen,5461,Zuzwil,276 g/km,G,5,Allrad,1,2012,Benzin,16500,"\"Ab MFK\", \"Tuning\"",5,Automatisiertes Schaltgetriebe,11.8,l/100km
BMW,X5,X5 4.4i,X5 4.4i,Beige,SUV / Geländewagen,4398,Zuzwil,335 g/km,G,5,Allrad,11,2000,Benzin,40500,"\"Ab MFK\"",5,Automat sequentiell,13.9,l/100km
MERCEDES-BENZ,SL 600,SL 600,SL 600,Green,Cabriolet,5987,Zuzwil,370 g/km,null,2,Hinterradantrieb,5,1996,Benzin,12900,"\"Ab MFK\"",0,Automat,15.5,l/100km
Porsche,911,911 Turbo,Turbo,Green,Coupé,3600,Zuzwil,null,null,2,Allrad,2,2007,Benzin,34000,"\"Ab MFK\", \"Tuning\"",2,Schaltgetriebe,null,""
Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,Green,SUV / Geländewagen,4554,Zuzwil,398 g/km,null,5,Allrad,10,1998,Benzin,70000,"\"Ab MFK\"",5,Automat,16.4,l/100km
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Green,Cabriolet,5439,Zuzwil,340 g/km,G,2,Hinterradantrieb,5,2002,Benzin,33400,"\"Ab MFK\"",2,Automat,14.2,l/100km
Alfa Romeo,ALFASUD,Alfasud 1.5 ti,Alfasud 1.5 ti,Green,Limousine,1490,Zuzwil,null,null,3,Vorderradantrieb,8,1981,Benzin,81900,"\"Ab MFK\"",5,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,S 600,S 600,S 600,Green,Coupé,5984,Zuzwil,null,null,2,Hinterradantrieb,4,1993,Benzin,99500,"\"Ab MFK\"",4,Automat,null,""
Ferrari,Dino,Dino 246 GTS,246 GTS,Green,Cabriolet,2400,Sursee,null,null,2,Hinterradantrieb,3,1974,Benzin,5000,null,2,Schaltgetriebe,null,""
Audi,S8,S8 4.2 quattro,S8 4.2 quattro,Green,Limousine,4172,Zuzwil,343 g/km,null,4,Allrad,7,1998,Benzin,55000,"\"Ab MFK\"",5,Automatik-Getriebe,14.3,l/100km
Chevrolet,CORVETTE,Corvette ZR1,Corvette ZR1,Green,Coupé,6162,Zuzwil,355 g/km,G,2,Hinterradantrieb,6,2009,Benzin,6300,"\"Ab MFK\"",2,Schaltgetriebe manuell,15.0,l/100km
Porsche,911,911 GT2,911 GT2,Green,Coupé,3600,Zuzwil,298 g/km,G,2,Hinterradantrieb,12,2007,Benzin,20900,"\"Ab MFK\"",2,Schaltgetriebe manuell,12.5,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Beige,Cabriolet,4971,Zuzwil,null,null,2,Hinterradantrieb,6,1996,Benzin,34000,"\"Ab MFK\"",0,Automat,null,""
MERCEDES-BENZ,SL 63 AMG,SL 63 AMG,SL 63 AMG,Green,Cabriolet,6209,Zuzwil,328 g/km,G,2,Hinterradantrieb,1,2009,Benzin,84000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,14.1,l/100km
Renault,Alpine A110,Alpine A110,null,Green,Coupé,1394,Zuzwil,null,null,2,Hinterradantrieb,7,1977,Benzin,91000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Ferrari,F360,F360 Spider,F360 Spider,Green,Cabriolet,3586,Zuzwil,440 g/km,null,2,Hinterradantrieb,3,2003,Benzin,53600,"\"Ab MFK\"",2,Automatik-Getriebe,19.3,l/100km
Porsche,911,911 Turbo,911 Turbo,Green,Coupé,3600,Zuzwil,309 g/km,G,2,Allrad,1,2004,Benzin,47500,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.9,l/100km
BMW,M5,M5,M5,Green,Limousine,4999,Zuzwil,357 g/km,G,4,Hinterradantrieb,8,2005,Benzin,33600,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,14.8,l/100km
Saab,9-3,9-3 2.0i-16 T SE,9-3 2.0i-16 T SE,Green,Cabriolet,1985,Zuzwil,210 g/km,G,2,Vorderradantrieb,5,2003,Benzin,138000,"\"Ab MFK\"",4,Schaltgetriebe manuell,8.8,l/100km
Maserati,QUATTROPORTE,Quattroporte 4.2 Exec. GT,Quattroporte 4.2 Exec. GT,Orange,Limousine,4244,Zuzwil,370 g/km,G,4,Hinterradantrieb,3,2006,Benzin,33600,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,15.8,l/100km
Alfa Romeo,GTV,GTV 6 2.5,6 2.5,Orange,Coupé,2491,Zuzwil,null,null,3,Hinterradantrieb,6,1984,Benzin,584,null,4,Schaltgetriebe,null,""
MERCEDES-BENZ,"",SL 60,SL 60,Orange,Cabriolet,6000,Zuzwil,null,null,2,Hinterradantrieb,12,1992,Benzin,89100,"\"Ab MFK\"",4,Automatik-Getriebe,null,""
